	xmlid	date	title	author	roman
1144	6389901.xml	1770	Les chefs-d'oeuvres de monsieur Sauvage ou Recueil de dissertations qui ont remporté le prix dans différentes académies — Tome 1	Boissier de Sauvages	other
76	6553349.xml	1770	Matière médicale extraite des meilleurs auteurs, et principalement du Traité des médicamens de M. de Tournefort, et des leçons de M. Ferrein — Tome 3	Andry	other
8528	5459508.xml	1770	La Mort d'Adam, tragédie en 3 actes et en vers, imitée de l'allemand de M. Klopstock...	A-UNKNOWN	other
2406	5734699.xml	1770	La fête de Flore	Saint-Marc	other
2451	6422707.xml	1770	Questions sur l'Encyclopédie — Partie 5	Voltaire 	other
2642	5742275.xml	1770	L'asyle de l'amour	Metastasio	other
2989	6128254.xml	1770	Analyse des eaux minérales de Provins où l'on propose en même temps quelques idées neuves sur la sélénite, par M. Opoix	Opoix	other
6825	5525204.xml	1770	Les chefs-d'oeuvre dramatiques de Mrs. Corneille — Tome 1	Corneille	other
6627	5414097.xml	1770	Oeuvres choisies de Bernard de La Monnoye,...	La Monnoye	other
6272	6133691.xml	1770	Mémoire sur les vertus des pilules purgatives de Sibié,...	Sibié	other
3172	6566452.xml	1770	Matière médicale extraite des meilleurs auteurs, et principalement du Traité des médicamens de M. de Tournefort, et des leçons de M. Ferrein — Tome 1	Andry	other
5528	6413356.xml	1770	Histoire de Nader Chah, connu sous le nom de Thahmas Kuli Khan, empereur de Perse — Partie 1	Moḥammad Mahdī Khān	other
961	6204315.xml	1770	Canal de Richelieu en Provence	Floquet	other
8623	6207706.xml	1770	Histoire de l'anatomie et de la chirurgie — Tome 3	Portal	other
6331	6112406.xml	1770	Oreste ou les Coëphores, tragédie d'Eschyle, traduction nouvelle avec des notes [par de La Porte Du Theil]	Eschyle 	other
1157	5451976.xml	1770	Première nuit d'Young	Young	other
2732	6564208.xml	1770	École royale vétérinaire. (Traitement pour l'épizootie qui règne sur les bêtes à cornes, par Claude Bourgelat.)	Bourgelat	other
965	6121315.xml	1770	La Folie du jour ou promenade à la foire Saint-Germain	A-UNKNOWN	other
6320	6525592.xml	1770	Système de philosophie morale — Tome 1	Hutcheson	other
7140	6448408.xml	1770	Déclaration du roi, concernant l'établissement d'un bureau de recommandaresse dans la ville de Saint-Germain-en-Laye	Louis 	other
2714	5448735.xml	1770	Satire sur les abus du luxe	Clément	other
2443	6150337.xml	1770	Les Soupirs du cloître, par M. Guymond de La Touche	Guimond de La Touche	other
5922	5434629.xml	1770	L'incendie	Malespine	other
3354	5403721.xml	1770	L'art de l'indigotier	Beauvais-Raseau	other
5941	6425759.xml	1770	Questions sur l'Encyclopédie — Partie 7	Voltaire 	other
2709	5628638.xml	1770	Éloge d'Adrien-Maurice duc de Noailles,...	A-UNKNOWN	other
6680	6535864.xml	1770	"Observations sur la ""Philosophie de l'histoire"" et le ""Dictionnaire philosophique"" [de Voltaire] avec des réponses à plusieurs difficultés, par M. l'abbé François — Tome 2"	François	other
5608	6435351.xml	1770	Questions sur l'Encyclopédie — Partie 6	Voltaire 	other
3287	5403288.xml	1770	Castor et Pollux	Bernard	other
2990	5516769.xml	1770	Les chefs-d'oeuvre dramatiques de Mrs. Corneille — Tome 3	Corneille	other
2253	5821590.xml	1770	La cire alliée avec l'huile, ou La peinture à huile-cire trouvée à Manheim par M. Charles baron de Taubenheim	Fratrel	other
5202	5749287.xml	1770	Alphée et Aréthuse, intermède en musique (paroles du feu sieur Danchet, musique du sr Dauvergne). (Choisy-le-Roi, 15 décembre 1762.)	Danchet	other
1200	6103066.xml	1770	Le mois de mai	Dorat	other
7644	6544328.xml	1770	Dictionnaire philosopho-théologique portatif	Paulian	other
6406	6138146.xml	1770	Traité du mercure, par Augustin Belloste,... - Instruction sur le bon usage des pillules de M. Belloste	Belloste	other
5723	5498832.xml	1770	Ouvrages proposés à un rabais considérable. Moutard, libraire, à Paris, rue du Hurepoix, à l'entrée du quai des Augustins, a acquis depuis peu un nombre de livres suivants, qu'il propose, à prix de rabais, jusqu'au mois d'avril prochain 1771, le tout en feuilles…	A-UNKNOWN	other
1194	5439066.xml	1770	La récréation des honnêtes gens ou opuscules en vers par M. de la M***	A-UNKNOWN	other
6441	6431394.xml	1770	Questions sur l'Encyclopédie — Partie 9	Voltaire 	other
1211	6259011.xml	1770	Oeuvres diverses de M. Abauzit (publiées par Moultou)	Abauzit	other
5767	5774486.xml	1770	La rosière de Salenci	Favart	other
3014	5414613.xml	1770	Sur le mariage de Monseigneur le Dauphin avec Mme l'archiduchesse Antoinette	Coupé	other
5738	5505565.xml	1770	Bagatelle, ou Description anacréontique d'une maison de campagne dans un des fauxbourgs d'Abbeville	Sedaine	other
2833	5817484.xml	1770	Castor et Pollux	Bernard	other
2559	6541176.xml	1770	Les effets de l'impôt indirect	Le Trosne	other
5183	5625269.xml	1770	Éloge historique de M. Maillet Du Boullay,... par M. l'abbé Cotton-Deshoussayes,...	Cotton Des Houssayes	other
661	6268760.xml	1770	La république littéraire, ou Description allégorique et critique des sciences et des arts	Saavedra Fajardo	other
3567	5742878.xml	1770	Dissertation sur la communauté normande	Ducastel	other
8976	5540397.xml	1770	"Généalogie de la maison de Preissac, tirée du ""Nobiliaire historique de la province de Languedoc"", et dressée sur les titres originaux, par M. Gastelier de La Tour,..."	Gastelier de La Tour	other
6521	5624370.xml	1770	Instructions nécessaires pour l'entretien des dents... par le sieur Talma,...	Talma	other
5172	5628457.xml	1770	Aeglé	Laujon	other
1026	6388892.xml	1770	Questions sur l'Encyclopédie — Partie 8	Voltaire 	other
6481	5403737.xml	1770	La grandeur de Dieu dans ses moindres ouvrages	Raynaud	other
3227	5859282.xml	1770	Code matrimonial, ou Recueil complet de toutes les loix canoniques et civiles de France... sur les questions de mariage — Tome 1	Le Ridant	other
7017	5516695.xml	1770	Rhadamiste et Zénobie	A-UNKNOWN	other
6037	5679520.xml	1770	Les Bouquets de noce, ou les Deux bouquetières, dialogue sur le mariage de Mgr Louis-Auguste, Dauphin de France, avec S. A. R. Mme Marie-Antoinette, archiduchesse d'Autriche, par M. Rossel	Rossel	other
7145	6568408.xml	1771	Pièces philosophiques	A-UNKNOWN	other
5585	5598761.xml	1771	Loix et constitutions de Sa Majesté le roi de Sardaigne, publiées en 1770 — Tome 2	Charles Emmanuel	other
6696	5660987.xml	1771	"Le Connoisseur, comédie de société en 3 actes et en prose, par M. le Chevalier D. G. N. [du Grand Nez] auteur du drame de ""Jenni"" [B.-J. Marsollier Des Vivetières]"	Marsollier des Vivetières	other
596	6560257.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Planches t. 6	Blondel	other
7446	5439064.xml	1771	Oeuvres poétiques : Histoire de Daphné	A-UNKNOWN	other
2326	5475823.xml	1771	Oeuvres de feu M. Cochin — Tome 1	Cochin	other
8300	6373979.xml	1771	Mémoire historique et critique sur la topographie de Paris	Vannes	other
6651	5423969.xml	1771	Épître à Madame Marie-Josephe-Louise de Savoye, comtesse de Provence	Parmentier	other
3159	6523808.xml	1771	États formés en Europe après la chute de l'Empire romain en Occident	Anville	other
1839	9602886.xml	1771	De l'Utilité de joindre à l'étude de l'architecture celle des sciences et des arts qui lui sont relatifs. Extrait du troisième volume du Cours d'architecture de Jacques-François Blondel	Blondel	other
3700	6519614.xml	1771	Mon pucelage, par M. Le Fébure, Bon de St-Ildephont,...	Le Fébure	other
2876	6278937.xml	1771	Dissertations sur la dilatation des artères et sur la sensibilité	Arthaud	other
5772	5812581.xml	1771	L'Incrédulité. Ode... par M. Desmarais,...	Desmarais	other
7421	5496879.xml	1771	Bibliothèque physique de la France, ou Liste de tous les ouvrages, tant imprimés que manuscrits, qui traitent de l'histoire naturelle de ce royaume	Hérissant	other
572	6480784.xml	1771	Mémoire sur les avantages qu'il y auroit à changer absolument la nourriture des gens de mer	Poissonnier-Desperriéres	other
3360	5853721.xml	1771	L'Anglois à Bordeaux, comédie en 1 acte et en vers libres, par M. Favart... [Par les Comédiens françois ordinaires du Roi, 14 mars 1763.]	Favart	other
6367	5865495.xml	1771	Le doyen de Killerine — Partie 1	Prévost	other
3280	6105288.xml	1771	L'Amoureux de quinze ans, ou la Double fête, comédie en 3 actes et en prose, mêlée d'ariettes... les paroles sont de M. Laujon... représentée pour la 1re fois par les Comédiens italiens ordinaires du Roi, le jeudi 18 avril 1771...	Laujon	other
3793	5713837.xml	1771	Nouveau commentaire sur l'ordonnance civile du mois d'avril 1667	Jousse	other
7776	5774466.xml	1771	Baléasar	Pelletier	other
1236	5625116.xml	1771	Eloge de M. Marcot, premier médecin ordinaire du Roi... lu dans une séance particulière de la Société royale des sciences, le 6 juillet 1769, par M. Poitevin,...	Poitevin	other
5821	5858935.xml	1771	Discours sur le matérialisme ou le système de la nature	A-UNKNOWN	other
5817	6557942.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Tome 3	Blondel	other
8861	6375440.xml	1771	L'homme tel qu'il est, ou Mémoires du comte de P*** écrits par lui-même — Partie 2	Pfeil	other
4394	5436824.xml	1771	Le Code des amants, poëme héroïque	A-UNKNOWN	other
5696	6372122.xml	1771	Les lyonnoises protectrices des États souverains et conservatrices du genre humain, ou Traité d'une découverte importante et nouvelle sur la science militaire et politique	Pazzi de Bonneville	other
1175	6101456.xml	1771	Epitre à Monseigneur le Comte de Provence sur son mariage (Signé : B.....)	A-UNKNOWN	other
8877	5663209.xml	1771	Vies des architectes anciens et modernes qui se sont rendus célèbres chez les différentes nations — Tome 1	Milizia	other
1632	6105767.xml	1771	Épître sur les pédans de société, à M. l'abbé Ri... Syndic de la Faculté de théologie, par M. Sélis,...	Sélis	other
7809	6545516.xml	1771	"Principes contre l'incrédulité, à l'occasion du ""Système de la nature"""	Camuset	other
5832	5494025.xml	1771	Oeuvres de feu M. Cochin — Tome 5	Cochin	other
4382	6568409.xml	1771	Pièces philosophiques	A-UNKNOWN	other
2072	6435920.xml	1771	Lettres aux Gascons, sur leurs bonnes qualités, leurs défauts, leurs ridicules, leurs plaisirs comparés avec ceux des habitans de la capitale ; et les Héroïdes de Gabrielle de Vergy et du comte de Fayel, par M. Mailhol...	Mailhol	other
7159	5846572.xml	1771	Le Bourru bienfaisant, comédie en 3 actes et en prose, de M. Goldoni,... représentée à la cour le... 5 novembre 1771, et représentée pour la première fois par les Comédiens français ordinaires du Roi le... 4 novembre 1771	Goldoni	other
6590	6291073.xml	1771	Mémoire pour le sieur Pierre-Paul Sirven, feudiste, habitant de Castres, appellant, contre les consuls et communauté de Mazamet... intimés	Lacroix	other
481	6145005.xml	1771	Clarisse, drame en 5 actes et en prose...	Perreau	other
829	5663059.xml	1771	Vies des architectes anciens et modernes qui se sont rendus célèbres chez les différentes nations — Tome 2	Milizia	other
5654	6568785.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Planches t. 3-4	Blondel	other
7244	5836578.xml	1771	L'Amoureux de quinze ans, ou la Double fête, comédie en 3 actes et en prose, mêlée d'ariettes [par Laujon], représentée devant Sa Majesté, à Fontainebleau, le 12 octobre 1771	Laujon	other
5636	6560256.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Planches t. 5	Blondel	other
3258	5477751.xml	1771	Oeuvres de feu M. Cochin — Tome 4	Cochin	other
2294	5788959.xml	1771	Remarques sur la langue françoise	Olivet	other
4861	9602826.xml	1771	Collection de décisions nouvelles, et de notions relatives à la jurisprudence actuelle — Tome 2	Denisart	other
3314	6328211.xml	1771	Eloge historique de Messire François de La Fayette, évêque de Limoges	A-UNKNOWN	other
7959	6557566.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Tome 6	Blondel	other
2073	5817920.xml	1771	Le persifleur	Billardon de Sauvigny	other
8091	6562715.xml	1771	Lettres secrètes touchant la dernière guerre de main de maître	A-UNKNOWN	other
2454	6121707.xml	1771	Traité de l'administration de la justice	Jousse	other
6613	5675103.xml	1771	Les Deux Miliciens, ou l'Orpheline villageoise, comédie en 1 acte et en prose, mêlée d'ariettes, par M. d'Azémar (dit Adhémar de Casevieille),... La musique est de M. Fridzeri. Représentée pour la première fois par les Comédiens Italiens ordinaires du Roi, le samedi 24 août 1771	Azémar	other
4375	6137954.xml	1771	Le Baiser donné et le baiser rendu, opéra-comique en 2 actes, par M. Taconet,... représenté à Versailles le... 19 mai 1770, à l'occasion du mariage de Mgr. le Dauphin...	Taconet	other
1243	6554116.xml	1771	Observations sur la statue de Marc-Aurèle et sur d'autres objets relatifs aux beaux-arts	Falconet	other
951	6574362.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Planches tome 1-2	Blondel	other
2615	5475866.xml	1771	Oeuvres de feu M. Cochin — Tome 6	Cochin	other
8266	5461459.xml	1771	Bouquet poissard ou Dispute de deux marchandes de bouquets sur les affaires présentes	A-UNKNOWN	other
2146	6566339.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Planches t. 4	Blondel	other
4598	6278104.xml	1771	L'art du menuisier-carrossier ; 1re section de la 3e partie de l'Art du menuisier, par M. Roubo le fils,...	Roubo	other
8609	5625035.xml	1771	Discours prononcé, le... 1er octobre 1771, en l'église des religieuses carmélites de S. Denys, pour la cérémonie de la prise du voile de profession de Madame Louise-Marie de France, par messire Armand de Roquelaure,...	Roquelaure	other
4602	5864980.xml	1771	Le doyen de Killerine — Partie 4	Prévost	other
5085	5475117.xml	1771	Oeuvres de feu M. Cochin — Tome 3	Cochin	other
7598	6505781.xml	1771	Relation singulière ou Le courier des Champs Élisées	Lambert	roman
2256	6439590.xml	1771	Petit recueil de physique et de morale, à l'usage des dames	Moissy	other
3631	5504323.xml	1771	Rose et Sainval, ou Le mariage d'inclination	A-UNKNOWN	other
6821	5469273.xml	1771	Almanzor	Decroix	other
7105	5865038.xml	1771	Le doyen de Killerine — Partie 5	Prévost	other
5022	5686550.xml	1771	Loix et constitutions de Sa Majesté le roi de Sardaigne, publiées en 1770 — Tome 1	Charles Emmanuel	other
297	5469292.xml	1771	Louise, ou Le pouvoir de la vertu du sexe	Teubern	other
2535	6558006.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Tome 2	Blondel	other
2163	5488243.xml	1771	Le secrétaire du Parnasse	A-UNKNOWN	other
1012	5423971.xml	1771	Éloge historique des princesses de la Maison de Savoye qui ont pris alliance avec nos rois ou les princes de leur sang	Parmentier	other
4200	6119240.xml	1771	Méthode pour rappeler les noyés à la vie	A-UNKNOWN	other
5162	5459420.xml	1771	Roméo et Juliette	Ozicourt	other
7016	6352695.xml	1771	L'homme tel qu'il est, ou Mémoires du comte de P*** écrits par lui-même — Partie 1	Pfeil	other
8239	5660113.xml	1771	La dunciade — Tome 2	Palissot de Montenoy	other
7010	5864776.xml	1771	Le doyen de Killerine — Partie 2	Prévost	other
2585	5470888.xml	1771	Nouveau stile du Châtelet de Paris et de toutes les juridictions ordinaires du royaume, tant en matière civile, criminelle	Desmarquets	other
524	6557915.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Tome 4	Blondel	other
7610	5578718.xml	1771	Précis historique de l'économie rurale des Chinois, présenté à l'Académie royale des sciences de Suède, l'an 1754, par M. Charles Gustave Eckeberg,... publié par M. Linnaeus, et traduit du suédois par M. Dominique de Blackford	Ekeberg	other
5232	6283754.xml	1771	Principes sur la fidélité due aux rois, extraits de M. Bossuet,... dans sa Politique tirée de l'Écriture sainte, par M. l'abbé de Villiers,...	Bossuet	other
6983	5821430.xml	1771	Le Temple de l'hymen, dédié à l'Amour	Maréchal	other
3528	5540065.xml	1771	Description du Colisée élevé aux Champs-Élysées sur les dessins de M. Le Camus	Le Rouge	other
6068	5610110.xml	1771	Réponse pour le Syndic du Chapitre de l'Eglise cathédrale de Cahors, intimé, demandeur et suppliant	A-UNKNOWN	other
3018	6290664.xml	1771	Mémoire sur la cause de la pulsation des artères	Jadelot	other
4183	6143670.xml	1771	Thérèse Danet à Euphémie, héroïde, par M. Imbert	Imbert	other
4585	6558090.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Tome 5	Blondel	other
1443	5492933.xml	1771	Mes rêveries	A-UNKNOWN	other
5019	5695678.xml	1771	L'ami de la maison, comédie en trois actes et en vers, mêlée d'ariettes	Marmontel	other
245	6568407.xml	1771	Pièces philosophiques	A-UNKNOWN	other
4739	6513300.xml	1771	Dialogues sur l'âme	A-UNKNOWN	other
2701	9600748.xml	1771	La vie de saint Agricol	Clément	other
1345	5451728.xml	1771	Épître d'un officier russe, écrite de Scio à son ami à Moscow	Cournand	other
3453	5864805.xml	1771	Le doyen de Killerine — Partie 6	Prévost	other
1340	5706625.xml	1771	Principes du droit naturel	Burlamaqui	other
420	6278175.xml	1771	L'Art de faire différentes sortes de colles, par M. Duhamel Du Monceau,...	Duhamel Du Monceau	other
4285	5724044.xml	1771	Les Ornements de la mémoire, ou les Traits brillants des poètes français les plus célèbres (par P.-A. Alletz)	Alletz	other
7384	6557897.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Tome 1	Blondel	other
982	5772218.xml	1771	Hypermnestre	Le Mierre	other
2043	5469594.xml	1771	Gaston et Baïard	Belloy	other
3663	5734253.xml	1771	La fausse statue	Laurès	other
1111	6471995.xml	1771	Dictionnaire universel de la France	Hesseln	other
1861	6566295.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Planches t. 2	Blondel	other
4293	5865033.xml	1771	Le doyen de Killerine — Partie 3	Prévost	other
5478	9604022.xml	1771	Traité de la vente des immeubles par décret	Héricourt du Vatier	other
8272	5476997.xml	1771	Oeuvres de feu M. Cochin — Tome 2	Cochin	other
2243	5651590.xml	1771	Jenni, ou le Désintéressement, drame de société en 2 actes et en prose, par M. le Chev. D. G. N. [Du Grand-Nez (B.-J. Marsollier Des Vivetières.)]	Marsollier des Vivetières	other
4736	6566294.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Planches t. 1	Blondel	other
5391	5658932.xml	1771	La dunciade — Tome 1	Palissot de Montenoy	other
5520	6459321.xml	1771	Mémoire sur l'application des principes de la méchanique à la construction des voûtes et des dômes, dans lequel on examine le problème proposé par M. Patte, relativement à la construction de la coupole de l'église Sainte-Geneviève de Paris, par M. Gauthey,...	Gauthey	other
4938	6566338.xml	1771	Cours d'architecture, ou Traité de la décoration, distribution et construction des bâtiments — Planches t. 3	Blondel	other
2132	5774333.xml	1771	Le cri de la nature	Armand 	other
1375	9602286.xml	1771	Collection de décisions nouvelles, et de notions relatives à la jurisprudence actuelle — Tome 1	Denisart	other
6128	5491893.xml	1772	Il recule pour mieux sauter	A-UNKNOWN	other
8806	5551007.xml	1772	Théâtre lyrique de M. de La J.	A-UNKNOWN	other
468	5525191.xml	1772	Oeuvres de Molière — Tome 1	Molière 	other
2937	6211353.xml	1772	Mission de Loango	A-UNKNOWN	other
3024	5724875.xml	1772	Histoire du vénérable Dom Didier de La Cour, réformateur des Bénédictins de Lorraine et de France, tirée d'un manuscrit original de l'abbaye de Saint-Vanne, avec une apologie de l'état monastique, par un religieux bénédictin de la congrégation de Saint-Maur [Charles-Michel Haudiquier]	Haudiquier	other
6180	5438675.xml	1772	Charles et Vilcourt	Dromgold	other
8962	5821644.xml	1772	Essai d'un catalogue de l'oeuvre d'Étienne de La Belle, peintre et graveur florentin	Jombert	other
6091	6529060.xml	1772	Costume des anciens peuples	André-Bardon	other
8575	5746405.xml	1772	Les bibliothèques françoises de La Croix-du-Maine et de Du Verdier — Tome 5	La Croix du Maine	other
7343	5620389.xml	1772	Les moeurs du jour, ou Histoire de Sir William Harrington — Partie 3	Hull	other
4444	5492929.xml	1772	Lettre à M. Clément, dans laquelle on examine son épitre de Boileau à M. de Voltaire	Moutonnet-Clairfons	other
5915	6531753.xml	1772	Le Philosophe du Valais, ou Correspondance philosophique — Partie 2	Gauchat	roman
5869	6439280.xml	1772	Panégyrique de saint Louis, roi de France, prononcé dans la chapelle du Louvre le 25 août 1772, en présence de l'Académie françoise, par M. l'abbé Maury,...	Maury	other
5952	5853654.xml	1772	La Gaieté, poëme	Dromgold	other
8446	5806502.xml	1772	Mémoires de la campagne de découvertes dans les mers des Indes, par Mr le cher Grenier,... où il propose une route qui abrège de 800 lieues la traversée de l'Isle-de-France à la côte de Coromandel et en Chine	Grenier	other
3819	5817947.xml	1772	La cuisine des pauvres, ou Collection des meilleurs mémoires qui ont paru depuis peu	Varenne de Beost	other
5995	6275213.xml	1772	Dissertation anatomico-acoustique	Perrolle	other
8841	5516917.xml	1772	Oeuvres de Molière — Tome 6	Molière 	other
1665	5747862.xml	1772	Les bibliothèques françoises de La Croix-du-Maine et de Du Verdier — Tome 2	La Croix du Maine	other
4689	5684637.xml	1772	Le Bal masqué, opéra-comique en 1 acte [par B.-J. Marsollier Des Vivetières], mêlé d'ariettes mises en musique par M. Darcis,... [Versailles, 31 mars 1772 ; et Paris, Comédiens italiens, 1er avril 1772.]	Marsollier des Vivetières	other
8590	6534138.xml	1772	Costume des anciens peuples	André-Bardon	other
3957	5516732.xml	1772	Oeuvres de Molière — Tome 8	Molière 	other
7246	6323922.xml	1772	Recueil de lettres de S. M. le roi de Prusse, pour servir à l'histoire de la guerre dernière	Frédéric 	other
1013	5788971.xml	1772	La théorie pratique de l'escrime pour la pointe seule	Batier	other
3922	5815635.xml	1772	Recherches historiques sur la Touraine, et histoire civile ecclésiastique et critique de la ville de Chinon	La Sauvagère	other
3195	5455905.xml	1772	Expériences sur la bonification de tous les vins, tant bons que mauvais, lors de la fermentation, ou L'art de faire le vin — Partie 1	Maupin 	other
4601	6373980.xml	1772	Réfutation d'un mémoire prétendu historique et critique sur la topographie de Paris... Pour servir de suite aux Mélanges d'histoire, de littérature etc. de M. Terrasson	Terrasson	other
1117	5809876.xml	1772	Éloge de Racine	La Harpe	other
5819	5492935.xml	1772	Le génie aux prises avec la fortune, ou Le poète malheureux	Gilbert	other
2996	5619769.xml	1772	Les moeurs du jour, ou Histoire de Sir William Harrington — Partie 1	Hull	other
8761	6245867.xml	1772	Mélanges de littérature orientale, traduits de différens manuscrits turcs, arabes et persans de la Bibliothèque du Roi, par M. Cardonne,... — Tome 2	Cardonne	other
4681	5807637.xml	1772	L'Ami de la maison	Marmontel	other
8102	5536681.xml	1772	Oeuvres de Molière — Tome 4	Molière 	other
5814	5742942.xml	1772	Les moeurs du jour, ou Histoire de Sir William Harrington — Partie 2	Hull	other
2404	5660677.xml	1772	Critique posthume d'un ouvrage de M. de Voltaire	A-UNKNOWN	other
3879	6340308.xml	1772	Le Philosophe du Valais, ou Correspondance philosophique — Partie 1	Gauchat	roman
1105	5425801.xml	1772	[Oeuvres de M. Bret] — Tome 3	Bret	other
1317	5839381.xml	1772	L'art de la porcelaine	Milly	other
1386	5657286.xml	1772	Oeuvres de Monsieur Destouches,... — Tome 2	Destouches 	other
3463	5401428.xml	1772	Statuts de la communauté des marchands gantiers-poudriers-parfumeurs... de Paris	A-UNKNOWN	other
3461	6362872.xml	1772	Discours sur le progrès des lettres en France	Rigoley de Juvigny	other
5393	5492932.xml	1772	Boileau à M. de Voltaire	Clément	other
4268	5727799.xml	1772	Voyage en Californie pour l'observation du passage de Vénus sur le disque du soleil, le 3 juin 1769	Cassini	other
221	6513593.xml	1772	Le Philosophe du Valais, ou Correspondance philosophique — Partie 1	Gauchat	other
3661	6136253.xml	1772	"Jean qui pleure et Jean qui rit. - Réponse de M. de Voisenon aux vers de M. de Voltaire qui ont pour titre ""Jean qui pleure et Jean qui rit"""	Voltaire 	other
8063	5562352.xml	1772	Cours d'hippiatrique, ou Traité complet de la médecine des chevaux	Lafosse	other
3627	5651259.xml	1772	Oeuvres de Monsieur Destouches,... — Tome 10	Destouches 	other
7128	6535135.xml	1772	Guide des étrangers à Lille, ou Description de la ville et de ses environs	A-UNKNOWN	other
1335	5626652.xml	1772	Les bibliothèques françoises de La Croix-du-Maine et de Du Verdier — Tome 4	La Croix du Maine	other
2716	6216735.xml	1772	Dissertation sur les miracles, pour servir d'éclaircissement au sistème de l'impuissance des causes secondes	Keranflech	other
3675	6485253.xml	1772	De la félicité publique, ou Considérations sur le sort des hommes dans les différentes époques de l'histoire	Chastellux	other
796	5612487.xml	1772	Oeuvres de Molière — Tome 7	Molière 	other
8337	5662267.xml	1772	Oeuvres de Monsieur Destouches,... — Tome 6	Destouches 	other
7976	5656156.xml	1772	Oeuvres de Monsieur Destouches,... — Tome 3	Destouches 	other
2247	5493590.xml	1772	Le vieux de la montagne	Voltaire 	other
2252	6513590.xml	1772	Le Philosophe du Valais, ou Correspondance philosophique — Partie 2	Gauchat	other
1969	5625137.xml	1772	Vie de Molière, donnée au public par Mr. de Voltaire	A-UNKNOWN	other
1846	5619548.xml	1772	Les moeurs du jour, ou Histoire de Sir William Harrington — Partie 4	Hull	other
2650	5813396.xml	1772	Ésope à Cythère	Dancourt	other
8052	5446222.xml	1772	L'esprit du sage médecin	Launay	other
1916	5790641.xml	1772	Éloge de M. Pothier, doyen de MM. les conseillers au bailliage et siège présidial d'Orléans... prononcé à la rentrée d'après Pâques du bailliage de Romorantin, le 8 mai 1772, par M. Leconte de Bièvre,...	Leconte de Bièvre	other
7011	5713776.xml	1772	Règlemens de l'oeuvre du prest charitable en bled de semence, pour le secours des pauvres fermiers d'Arles	A-UNKNOWN	other
7692	5853765.xml	1772	L'Anglomane, ou l'Orpheline léguée, comédie en 1 acte et en vers libres, par M. Saurin,... [Fontainebleau, Comédiens français, 5 novembre 1772 ; Paris, 23 novembre 1772.] Suivie d'une Epître à un jeune poète qui veut renoncer aux Muses	Saurin	other
144	5744500.xml	1772	Les bibliothèques françoises de La Croix-du-Maine et de Du Verdier — Tome 6	La Croix du Maine	other
7006	6213776.xml	1772	L'artillerie nouvelle, ou Examen des changements faits dans l'artillerie française depuis 1765	Tronson du Coudray	other
7698	5458686.xml	1772	Le faux ami	Mercier	other
2153	5401234.xml	1772	Cours d'études des jeunes demoiselles — Tome 7	Fromageot	other
2186	5425790.xml	1772	[Oeuvres de M. Bret] — Tome 1	Bret	other
629	5400717.xml	1772	Cours d'études des jeunes demoiselles — Tome 5	Fromageot	other
6977	5811430.xml	1772	Oeuvres de Molière — Tome 5	Molière 	other
4126	6340092.xml	1772	"Observations sur le canon, par rapport à l'infanterie en général et à la colonne en particulier, suivies de quelques extraits de l'""Essai sur l'usage de l'artillerie"" [de Dupuget], avec les réponses [de F.-J. de Mesnil-Durand]"	Mesnil-Durand	other
2608	6245866.xml	1772	Mélanges de littérature orientale, traduits de différens manuscrits turcs, arabes et persans de la Bibliothèque du Roi, par M. Cardonne,... — Tome 1	Cardonne	other
3490	6461115.xml	1772	Recherches critiques, historiques et topographiques sur la ville de Paris, depuis ses commencements connus jusqu'à présent	Jaillot	other
4208	5401237.xml	1772	Cours d'études des jeunes demoiselles — Tome 4	Fromageot	other
676	5781024.xml	1772	Lettres d'Élisabeth-Sophie de Vallière à Louise Hortense de Canteleu, son amie, par Mme Riccoboni — Partie 2	Riccoboni	roman
698	6527463.xml	1772	Les Malheurs de l'inconstance, ou Lettres de la marquise de Circé et du comte de Mirbelle — Partie 1	Dorat	roman
704	5744839.xml	1772	Les bibliothèques françoises de La Croix-du-Maine et de Du Verdier — Tome 3	La Croix du Maine	other
8267	9601459.xml	1772	Le Dépositaire	Voltaire 	other
8735	5516810.xml	1772	Oeuvres de Molière — Tome 3	Molière 	other
4929	5425791.xml	1772	[Oeuvres de M. Bret] — Tome 2	Bret	other
3040	5626458.xml	1772	La Méprise d'Arras	Voltaire 	other
