filename	au-name	au-birth	au-death	title	au-gender	firsted-yr	printSource-yr	form	spelling	data-capture	token count	vols_count	size	bgrf	author_wikidata	title_wikidata	lang	publisher	distributor	distribution_date	copyright_status	digitalSource_Title	digitalSource_Ref	digitalSource_Publisher	digitalSource_Date	printSource_title	printSource_author	printSource_pubPlace	printSource_publisher	printSource_date	resp_datacapture	resp_encoding
Cazotte_Honneur	Jacques Cazotte	1719	1792	L'Honneur perdu et recouvré	M	1788	1817	heterodiegetic	modern	semi-automatic transcription	14965	1	short	88.41	Q425373	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres badines et morales, t. 2., L'Honneur perdu et recouvré	https://www.frantext.fr/	Frantext	unknown	L'Honneur perdu et recouvré	Jacques Cazotte	Paris	unknown	1817	frantext	Johanna Konstanciak
Cazotte_Ollivier	Jacques Cazotte	1719	1792	Ollivier	M	1763	1817	heterodiegetic	historical	semi-automatic transcription	59530	1	medium	63.19	Q425373	0	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres badines et morales, t. 1., Ollivier	https://www.frantext.fr/	Frantext	unknown	Ollivier	Jacques Cazotte	Paris	Jean-François Bastien	1817	frantext	Amelie Probst
Charriere_Caliste	Isabelle de Charrière	1740	1805	Caliste ou continuation des Lettres écrites de Lausanne	F	1787	1787	mixed	modern	semi-automatic transcription	29960	1	short	87.30	Q123386	Q19136090	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	CalisteOuLettresDeLausanne	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Caliste ou Lettres écrites de Lausanne	Isabelle de Charrière	unknown	unknown	1787	unknown	Amelie Probst
Charriere_Femmes	Isabelle de Charrière	1740	1805	Trois Femmes	F	1795	1795	heterodiegetic	modern	semi-automatic transcription	40344	1	short	96.18	Q123386	Q96575163	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	TroisFemmes	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Trois Femmes	Isabelle De Charrière	unknown	unknown	1795	unknown	Amelie Probst
Charriere_Lausanne	Isabelle de Charrière	1740	1805	Lettres écrites de Lausanne	F	1785	1787	epistolary	modern	semi-automatic transcription	23794	1	short	85.24	Q123386	Q19136090	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	CalisteOuLettresDeLausanne	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Caliste ou Lettres écrites de Lausanne	Isabelle de Charrière	unknown	unknown	1787	unknown	Amelie Probst
Charriere_Neuchateloises	Isabelle de Charrière	1740	1805	Lettres neuchâteloises	F	1784	1991	epistolary	modern	semi-automatic transcription	19651	1	short	84.18	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Lettres Neuchâteloises	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/664/	The Intertextual Hub	unknown	Lettres neuchâteloises	Isabelle de Charrière	Paris	La Différence	1991	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Charriere_Noble	Isabelle de Charrière	1740	1805	Le noble	F	1763	1908	heterodiegetic	modern	semi-automatic transcription	7007	1	short	63.21	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LE NOBLE	https://athena.unige.ch/athena/charriere/charriere-le-noble.html	Athena: Pierre Perroud	1997	Le Noble (conte moral)	Madame de Charrière	Genève	Jullien	1908	Athena	Johanna Konstanciak
Charriere_Observations	Isabelle de Charrière	1740	1805	Observations et conjectures politiques	F	1788	1788	heterodiegetic	modern	semi-automatic transcription	4815	1	short	88.43	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Observations et conjectures politiques	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/702/	The Intertextual Hub	unknown	Observations et conjectures politiques	Isabelle de Charrière	unknown	unknown	1788	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Charriere_Ruines	Isabelle de Charrière	1740	1805	Les Ruines d'Yedburg	F	1799	1799	heterodiegetic	modern	semi-automatic transcription	17383	1	short	98.35	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Ruines d'Yedburg	https://fr.wikisource.org/wiki/Les_Ruines_d%27Yedburg	Wikisource	2020	Les Ruines d'Yedburg	Isabelle de Charrière	Leipzig	Pierre Philippe Wolf	1799	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Charriere_Sainte	Isabelle de Charrière	1740	1805	Sainte Anne	F	1799	1799	heterodiegetic	modern	semi-automatic transcription	26210	1	short	98.35	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Sainte Anne	https://fr.wikisource.org/wiki/Sainte_Anne	Wikisource	2020	Sainte Anne	Isabelle de Charrière	Leipzig	Pierre Philippe Wolf	1799	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Chaussard_Diable	Pierre-Jean-Baptiste Chaussard	1766	1823	Le Nouveau Diable boiteux	M	1799	1798-1799	heterodiegetic	historical	semi-automatic transcription	83995	2	short	99.57	Q3383151	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Nouveau Diable boiteux. Tableau philosophique et moral de Paris.                        Mémoires mis en lumière et enrichis de notes par le docteur Dicaculus, de                        Louvain....	https://gallica.bnf.fr/ark:/12148/bpt6k64625732, https://gallica.bnf.fr/ark:/12148/bpt6k6462574g	Bibliothèque national de France	2013, 2013	Le Nouveau Diable boiteux. Tableau philosophique et moral de Paris.                        Mémoires mis en lumière et enrichis de notes par le docteur Dicaculus, de                        Louvain...	Pierre-Jean-Baptiste Chaussard	Paris	F. Buisson	1798-1799	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Chevrier_Colporteur	François-Antoine Chevrier	1721	1762	Le Colporteur	M	1761	1761	heterodiegetic	modern	semi-automatic transcription	43000	1	short	62.11	Q3083281	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Colporteur : histoire morale et critique	https://www.frantext.fr/	Frantext	unknown	Le Colporteur : histoire morale et critique	François-Antoine Chevrier	Londres	Jean Nourse	1761	frantext	Johanna Konstanciak
Chevrier_Magakou	François-Antoine Chevrier	1721	1762	Ma-Gakou histoire japonnoise	M	1752	1752	heterodiegetic	historical	semi-automatic transcription	15679	1	short	52.18	Q3083281	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Ma-Gakou, histoire japonnoise , traduite par l'auteur D. R. D. S.	https://gallica.bnf.fr/ark:/12148/bpt6k1512688p	Bibliothèque national de France	2017	Ma-Gakou histoire japonnoise, traduite par l'Auteur D. R. D. S.	François-Antoine Chevrier	Paris	Jacques-François Mérigot	1752	gallica	Johanna Konstanciak
Colombe_Plaisirs	Etienne-Guillaume Sainte-Colombe	1725	unknown	Les plaisirs d'un jour ou la journée d'une provinciale à Paris	M	1764	1764	heterodiegetic	historical	semi-automatic transcription	41910	1	short	64.41	0	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2023	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Plaisirs d'un jour; ou La journée d'une provinciale à Paris	https://gallica.bnf.fr/ark:/12148/bpt6k3044876t	Bibliothèque nationale de France	2019	Les plaisirs d'un jour; ou la journée d'une provinviale a Paris.	Monsieur de Sainte Colombe	Bruxelles	unknown	1764	gallica	Johanna Konstanciak
Constant_Laure	Samuel de Constant	1729	1800	Laure, ou Lettres de quelques personnes de Suisse	M	1787	1787, 1786, 1688 [sic], 1786, 1786, 1786, 1786, 1787	epistolary	historical	double keying, semi-automatic transcription	274881	7	long	86.27	Q55229494	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Laure, ou Lettres de quelques personnes de Suisse....	https://gallica.bnf.fr/ark:/12148/bpt6k9754329n, https://gallica.bnf.fr/ark:/12148/bpt6k97543287, https://books.google.de/books?id=noYNAAAAQAAJ, https://books.google.de/books?id=gwicZzS8M8wC, https://gallica.bnf.fr/ark:/12148/bpt6k9753969x, https://gallica.bnf.fr/ark:/12148/bpt6k9753968h, https://gallica.bnf.fr/ark:/12148/bpt6k9754031p	Bibliothèque national de France, Google Books	2016, 2016, 2007, 2018, 2016, 2016, 2016, 2016	Laure, ou Lettres de quelques personnes de Suisse	Samuel de Constant de Rebecque	Genève, Paris	Barde, Manget et Cie	1787, 1786, 1688 [sic], 1786, 1786, 1786, 1786, 1787	"double keying by ""Jiangsu"", China ; OCR"	Julia Dudar, Johanna Konstanciak
Constant_Mari	Samuel de Constant	1729	1800	Le mari sentimental	M	1783	1783	epistolary	modern	semi-automatic transcription	39223	1	short	83.22	Q55229494	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LE MARI SENTIMENTAL	https://athena.unige.ch/athena/constant-s/constant-le-mari-sentimental.html	Athena: Pierre Perroud	1998	Le mari sentimental, ou le mariage comme il y en a quelques-uns. Lettres                        d'un homme du pays de vaud, écrites en 178...	Samuel de Constant	Genève, Lausanne	unknown	1783	Athena	Henning Gebhard, Johanna Konstanciak
Cottin_Claire	Sophie Ristaud Cottin	1770	1807	Claire d'Albe	F	1798	1824	epistolary	modern	semi-automatic transcription	40093	1	short	99.62	Q464409	Q2975140	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres complètes. 1, Claire d’Albe	https://fr.wikisource.org/wiki/Claire_d%E2%80%99Albe	Wikisource	2022	Claire d'Albe	Sophie Cottin	Paris	Ménard et Desène fils	1824	Wikisource contributors	Amelie Probst
Crebillon_Atheniennes	Claude Prosper Jolyot de Crébillon	1707	1777	Lettres athéniennes extraites du porte-feuille d'Alcibiade	M	1771	1771	epistolary	modern	semi-automatic transcription	181353	4	long	71.23	Q733161	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Lettres athéniennes extraites du porte-feuille d'Alcibiade	https://www.frantext.fr/	Frantext	unknown	Lettres athéniennes extraites du porte-feuille d'Alcibiade	Claude Prosper Jolyot de Crébillon	Londres & Paris	Delalain	1771	frantext	Johanna Konstanciak
Crebillon_Conte	Claude Prosper Jolyot de Crébillon	1707	1777	Ah quel conte !	M	1751	1779	mixed	historical	semi-automatic transcription	135939	1	long	54.13	Q733161	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Collection complète des Œuvres, t. 4., Ah quel conte!	https://www.frantext.fr/	Frantext	unknown	Ah quel conte !	Claude Prosper Jolyot de Crébillon	unknown	unknown	1779	frantext	Johanna Konstanciak
Crebillon_Nuit	Claude Prosper Jolyot de Crébillon	1707	1777	La Nuit et le moment, ou les Matines de Cythère	M	1755	1756	dialogue novel	modern	semi-automatic transcription	32279	1	short	55.16	Q733161	Q30738391	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La Nuit et le Moment : Dialogue	https://fr.wikisource.org/wiki/La_Nuit_et_le_Moment	Wikisource	2022	La Nuit et le moment, ou les Matines de Cythère, dialogue	Claude Prosper Jolyot de Crébillon	Amsterdam	J. H. Schneider	1756	Wikisource contributors	Amelie Probst
DamiensGomicourt_Dorval	August-Pierre Damiens de Gomicourt	1723	1790	Dorval ou mémoires pour servir à l'histoire des moeurs du XVIIIe siècle	M	1769	1769	heterodiegetic	historical	semi-automatic transcription	73461	2	medium	69.30	Q60845151	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2023	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Dorval, ou Mémoires pour servir à l'histoire des mœurs du dix-huitieme …	https://archive.org/details/dorvaloummoires00gomigoog/, https://archive.org/details/dorvaloummoires00merigoog/	Internet Archive	2009	Dorval, ou Mémoires pour servir a l’histoire des mœurs du dix-huitieme                        siecle	Auguste-Pierre Damiens de Gomicourt	Amsterdam, Paris	Mérigot jeune	1769	Internet Archive / Oxford University	Johanna Konstanciak
Denon_Point	Dominique Vivant	1747	1825	Point de lendemain	M	1777	1876	autodiegetic	modern	semi-automatic transcription	7836	1	short	79.15	Q468618	Q929438	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Point de lendemain	https://www.frantext.fr/	Frantext	unknown	Point de lendemain	Dominique-Vivant Denon	Paris	unknown	1876	frantext	Johanna Konstanciak
Diderot_Ceci	Denis Diderot	1713	1784	Ceci n'est pas un conte	M	1772	1772	heterodiegetic	modern	semi-automatic transcription	7071	1	short	98.38	Q448	Q2943673	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Ceci n'est pas un conte	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/559/	The Intertextual Hub	unknown	Ceci n'est pas un conte	Denis Diderot	Paris	Garnier	1772	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Diderot_Jacques	Denis Diderot	1713	1784	Jacques le fataliste et son maître	M	1796	1765-1784	dialogue novel	modern	semi-automatic transcription	93744	1	medium	97.21	Q448	Q945216	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Jacques le fataliste et son maître	https://www.ebooksgratuits.com/details.php?book=184	Ebooks Libres & Gratuits	2012	Jacques le fataliste et son maître	Denis Diderot	unknown	unknown	1765-1784	Ebooks libres et gratuits contributors: Jean-Marc, PatriceC, Coolmicro.	Julia Dudar
Diderot_Neveu	Denis Diderot	1713	1784	Le Neveu de Rameau	M	1774	1862	dialogue novel	modern	semi-automatic transcription	33211	1	short	1	Q448	Q1336786	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Neveu de Rameau	https://fr.wikisource.org/wiki/Le_Neveu_de_Rameau_(nouvelle_%C3%A9dition_par_Charles_Asselineau)	Wikisource	2020	Le Neveu de Rameau	Denis Diderot	Paris	Poulet-Malassis	1862	Wikisource contributors	Julia Dudar
Diderot_Oiseau	Denis Diderot	1713	1784	L'oiseau blanc	M	1798	unknown	heterodiegetic	modern	semi-automatic transcription	21719	1	short	98.38	Q448	Q3204457	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’Oiseau blanc, conte bleu	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/289/	The Intertextual Hub	unknown	L'Oiseau blanc: conte bleu	Denis Diderot	Paris	Garnier	unknown	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Diderot_Pensees	Denis Diderot	1713	1784	Pensées philosophiques	M	1777	1746	heterodiegetic	modern	semi-automatic transcription	9631	1	short	77.33	Q448	Q3374872	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Pensées philosophiques	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/274/	The Intertextual Hub	unknown	Pensées philosophiques	Denis Diderot	Genève	R. Niklaus	1746	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Diderot_Religieuse	Denis Diderot	1713	1784	La Religieuse	M	1796	1875	autodiegetic	modern	semi-automatic transcription	65542	1	medium	97.22	Q448	Q1209658	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres complètes de Diderot, V, La Religieuse,	https://fr.wikisource.org/wiki/La_Religieuse	Wikisource	2017	La Religieuse	Denis Diderot	Paris	Garnier	1875	Wikisource contributors	Julia Dudar
Diderot_Supplement	Denis Diderot	1713	1784	Supplément au voyage de Bougainville	M	1796	1796	dialogue novel	modern	semi-automatic transcription	15831	1	short	98.38	Q448	Q1765222	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Supplément au voyage de Bougainville	https://fr.wikisource.org/wiki/Suppl%C3%A9ment_au_voyage_de_Bougainville	Wikisource	2010	Supplément au voyage de Bougainville	Denis Diderot	Paris	Garnier	1796	Wikisource contributors	Pia Geißel
Doppet_Memoires	François Amédée Doppet	1753	1799	Mémoires de Mme de Warens	M	1786	1786	autodiegetic	historical	double keying	34946	1	short	86.32	Q3083791	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Mémoires de Mme de Warens, suivis de ceux de Claude Anet, publiés par un                        C. D. M. D. P. (F.-A. Doppet) ; pour servir d'apologie aux Confessions de                        J.-J. Rousseau	https://gallica.bnf.fr/ark:/12148/bpt6k5813528x	Bibliothèque national de France	2010	Mémoires de Mme de Warens, suivis de ceux de Claude Anet	Claude Anet	Chambery	unknown	1786	"double keying by ""Jiangsu"", China"	Julia Dudar
Dorat_Malheurs	Claude-Joseph Dorat	1734	1780	Les Malheurs de l'inconstance ou Lettres de la marquise de Circé et du comte de Mirbelle	M	1772	1775	epistolary	historical	semi-automatic transcription	68518	1	medium	72.19	Q361456	0	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Collection complète des Œuvres, t. 3., Les Malheurs de l'inconstance ou                        Lettres de la marquise de Circé et du comte de Mirbelle	https://www.frantext.fr/	Frantext	unknown	Les Malheurs de l'inconstance ou Lettres de la marquise de Circé et du                        comte de Mirbelle	Claude-Joseph Dorat	Neuchatel	unknown	1775	frantext	Amelie Probst
Dorat_Sacrifices	Claude-Joseph Dorat	1734	1780	Les Sacrifices de l'amour	M	1771	1771	epistolary	historical	semi-automatic transcription	75519	1	medium	71.25	Q361456	0	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	LesSacrificesDeLAmour	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	txtlab	2016	Les Sacrifices de l'amour	Claude-Joseph Dorat	Amsterdam, Paris	Delalain	1771	unknown	Amelie Probst
Dorvigny_Tante	Dorvigny	1742	1812	Ma tante Geneviève ou je l'ai échappé belle	M	1800	1800	autodiegetic	modern	semi-automatic transcription	95686	4	medium	00.64	Q3037277	Q83154599	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Ma tante Geneviève, ou Je l’ai échappé belle	https://fr.wikisource.org/wiki/Ma_tante_Genevi%C3%A8ve,_ou_Je_l%E2%80%99ai_%C3%A9chapp%C3%A9_belle	Wikisource	2022	Ma tante Geneviève, ou Je l'ai échappé belle	Dorvigny	Paris	Barba	1800	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Duclos_Memoires	Charles Pinot Duclos	1704	1772	Mémoires pour servir à l'histoire des mœurs du XVIII. siècle	M	1751	1751	autodiegetic	modern	semi-automatic transcription	37842	1	short	51.22	Q982034	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Mémoires pour servir à l'histoire des moeurs du XVIII siècle	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/314/	The Intertextual Hub	unknown	Mémoires pour servir à l'histoire des mœurs du XVIII. siècle	Charles Pinot Duclos	unknown	unknown	1751	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Ducray_Cinquante	François Guillaume Ducray-Duminil	1761	1819	Les Cinquante francs de Jeannette	M	1798	1798	heterodiegetic	historical	double keying	72561	2	medium	99.76	Q2072208	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Cinquante francs de Jeannette.	https://gallica.bnf.fr/ark:/12148/bpt6k97947457, https://gallica.bnf.fr/ark:/12148/bpt6k9794744t	Bibliothèque national de France	2017, 2017	Les Cinquante francs de Jeannette	François-Guillaume Ducray-Duminil	Paris	Le Prieur	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Ducray_Coelina	François Guillaume Ducray-Duminil	1761	1819	Coelina ou l'enfant du mystère	M	1799	1798	heterodiegetic	modern	semi-automatic transcription	244472	6	long	99.77	Q2072208	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Coelina ou l'enfant du mystère	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/791/	The Intertextual Hub	unknown	Coelina ou l'enfant du mystère	François Guillaume Ducray-Duminil	Paris	Le Prieur	1798	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Ducray_Soirees	François-Guillaume Ducray-Duminil	1761	1819	Les Soirées de la chaumière	M	1758	1845	autodiegetic	historical	double keying	309807	2	long	95.18	Q2072208	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Soirées de la chaumière, ou les Leçons du vieux père... par le                        Citoyen Ducray-Duminil.	http://gallica.bnf.fr/ark:/12148/bpt6k54214555, http://gallica.bnf.fr/ark:/12148/bpt6k61522323	Bibliothèque nationale de France	2010, 2010	Les Soirées de la chaumière, ou les Leçons du vieux père	François-Guillaume Ducray-Duminil	Paris	Leclere	1845	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Ducray_Victor	François Guillaume Ducray-Duminil	1761	1819	Victor ou l'enfant de la forêt	M	1796	1796	heterodiegetic	modern	semi-automatic transcription	170538	4	long	97.23	Q2072208	Q109921696	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Victor ou l'enfant de la forêt	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/775/	The Intertextual Hub	unknown	Victor ou l'enfant de la forêt	François Guillaume Ducray-Duminil	Paris	Le Prieur	1796	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
Dulaurens_Compere	Henri-Joseph Du Laurens	1719	1793	Le Compère Mathieu	M	1766	1831	autodiegetic	modern	semi-automatic transcription	145308	4	long	66.21	Q345858	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Compère Mathieu ou les Bigarrures de l'esprit humain	https://www.frantext.fr/	Frantext	unknown	Le Compère Mathieu ou les Bigarrures de l'esprit humain	Henri-Joseph Dulaurens	unknown	unknown	1831	frantext	Johanna Konstanciak
Dulaurens_Imirce	Henri-Joseph Du Laurens	1719	1793	Imirce ou la Fille de nature	M	1765	1922	autodiegetic	modern	OCR	69039	1	medium	65.21	Q345858	Q104184436	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Imirce : ou, La fille de la nature	https://archive.org/details/imirceoulafil00dula	Internet Archive	2010	Imirce ou la Fille de nature	Henri-Joseph Dulaurens	Paris	A L'enseigne du Bon Vieux Temps	1922	Internet Archive/University of Ottawa	Julia Dudar
Duvernet_Devotions	Théophile Imarigeon Duvernet	1734	1796	Les dévotions de Mme de Bethzamooth et les Pieuses facéties de M. de Saint-Ognon	M	1790	1913	heterodiegetic	modern	semi-automatic transcription	16596	1	short	89.58	Q94885583	Q98125600	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon	https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/03, https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/04#n1	Wikisource	2020	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon	Théophile Imarigeon Duvernet	Paris	Bibliothèque des curieux (éditions Briffaut)	1913	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Duvernet_Guillaume	Théophile Imarigeon Duvernet	1734	1796	Monsieur Guillaume	M	1781	1781	heterodiegetic	historical	semi-automatic transcription	9624	1	short	81.18	Q94885583	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Monsieur Guillaume, ou le disputeur.	https://gallica.bnf.fr/ark:/12148/bpt6k96179492	Bibliothèque national de France	2015	Monsieur Guillaume ou le disputeur	Théophile-Imarigeon Duvernet	unknown	unknown	1781	gallica	Johanna Konstanciak
Duvernet_Retraite	Théophile Imarigeon Duvernet	1734	1796	La retraite, les tentations et les confessions de madame la marquise de Montcornillon	M	1790	1913	heterodiegetic	modern	semi-automatic transcription	13040	1	short	90.34	Q94885583	Q98125600	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon	https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/06	Wikisource	2020	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon	Théophile Imarigeon Duvernet	Paris	Bibliothèque des curieux (éditions Briffaut)	1913	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Falconet_Debut	Ambroise Falconnet	1742	1817	Le début ou les premières aventures du chevalier de ***	M	1770	1770	heterodiegetic	historical	semi-automatic transcription	27251	1	short	70.45	Q67201355	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le début, ou Les premières aventures du chevalier de***	https://gallica.bnf.fr/ark:/12148/bpt6k1510607m	Bibliothèque national de France	2017	Le début ou les premières aventures du chevalier de ***	Ambroise Falconet	L****, Paris	Rozet	1770	gallica	Johanna Konstanciak
